document_id,canonical_title,short_title,document_type,jurisdiction,province,authority,subject_categories,official_source_url,local_file_path,language,enactment_date,effective_date,amendment_date,repeal_date,legal_status,version_label,retrieved_at,last_verified_at,content_sha256,mime_type,source_format,is_official_pdf,local_pdf_valid,page_count,ocr_required,verification_status,verification_notes
fiscal_responsibility_and_debt_limitation_act_2005,"Fiscal Responsibility and Debt Limitation Act, 2005",FRDL Act,act,federal,,Parliament of Pakistan,finance;debt_management;budget,https://pakistancode.gov.pk/english/fiscal_responsibility_and_debt_limitation_act_2005,data/raw/fiscal_responsibility_and_debt_limitation_act_2005.pdf,en,2005-06-13,2005-06-13,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,c6d3f85629ef93619ce2ed7e5344038967d5f281d5157f2fb135fd14a478385b,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
public_finance_management_act_2019,"Public Finance Management Act, 2019",PFM Act,act,federal,,Parliament of Pakistan,finance;budgeting;treasury,https://pakistancode.gov.pk/english/public_finance_management_act_2019,data/raw/public_finance_management_act_2019.pdf,en,2019-07-01,2019-07-01,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,caa2b57b3f9e02be659bc31c933892a370d5a8a7a461836446bb256cc65ff614,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
islamabad_capital_territory_local_government_act_2015,"Islamabad Capital Territory Local Government Act, 2015",ICT LG Act,act,federal,,Parliament of Pakistan,local_government;elections;ict,https://pakistancode.gov.pk/english/islamabad_capital_territory_local_government_act_2015,data/raw/islamabad_capital_territory_local_government_act_2015.pdf,en,2015-08-04,2015-08-04,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,11911a51f1f367b2fcb285459cd45f585e1e3576feb6bffae6f9f82d4ef40b98,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
disaster_management_act_2010,"National Disaster Management Act, 2010",NDMA Act,act,federal,,Parliament of Pakistan,disaster_management;ndma;emergency,https://pakistancode.gov.pk/english/disaster_management_act_2010,data/raw/disaster_management_act_2010.pdf,en,2010-12-11,2010-12-11,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,79ce95794e266b058c6cad19ba1208287c097cb24c867b79e6f415d600f2b02d,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
maritime_security_agency_act_1994,"Maritime Security Agency Act, 1994",PMSA Act,act,federal,,Parliament of Pakistan,maritime;security;coastal,https://pakistancode.gov.pk/english/maritime_security_agency_act_1994,data/raw/maritime_security_agency_act_1994.pdf,en,1994-06-16,1994-06-16,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,20af8c5d4f4bddf3c3f89966899d4694b521000384c77800921066d84a154b37,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
territorial_waters_and_maritime_zones_act_1976,"Territorial Waters and Maritime Zones Act, 1976",Maritime Zones Act,act,federal,,Parliament of Pakistan,maritime;sovereignty;eez,https://pakistancode.gov.pk/english/territorial_waters_and_maritime_zones_act_1976,data/raw/territorial_waters_and_maritime_zones_act_1976.pdf,en,1976-12-31,1976-12-31,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,28285cba5d4c0da8ee4a1e5fc6ecf297b1075fa548640a4dc91a0e28e38a3e75,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
merchant_shipping_ordinance_2001,"Merchant Shipping Ordinance, 2001",MSO 2001,ordinance,federal,,Parliament of Pakistan,maritime;shipping;ports,https://pakistancode.gov.pk/english/merchant_shipping_ordinance_2001,data/raw/merchant_shipping_ordinance_2001.pdf,en,2001-10-03,2001-10-03,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,e3c6771610a21e231fe6eb013ace6a1715dd6541b7dc7c8ca66f7ab7e794594c,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
civil_aviation_ordinance_1960,"Civil Aviation Ordinance, 1960",CAA Ordinance,ordinance,federal,,Parliament of Pakistan,aviation;airports;licensing,https://pakistancode.gov.pk/english/civil_aviation_ordinance_1960,data/raw/civil_aviation_ordinance_1960.pdf,en,1960-10-26,1960-10-26,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,a683eea5cc05620fa665157656d6a6f5c8104bfe95aa6c1b518ca24c0c9a2056,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
pakistan_civil_aviation_authority_act_2023,"Pakistan Civil Aviation Authority Act, 2023",PCAA Act 2023,act,federal,,Parliament of Pakistan,aviation;caa;safety,https://pakistancode.gov.pk/english/pakistan_civil_aviation_authority_act_2023,data/raw/pakistan_civil_aviation_authority_act_2023.pdf,en,2023-08-08,2023-08-08,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,fb33069233e9049091e1a3642544197fe1ea2e4fc09211d5ba4155958b0123c9,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
airports_security_force_act_1975,"Airports Security Force Act, 1975",ASF Act,act,federal,,Parliament of Pakistan,aviation;security;asf,https://pakistancode.gov.pk/english/airports_security_force_act_1975,data/raw/airports_security_force_act_1975.pdf,en,1975-12-23,1975-12-23,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,a436ac908e2e2497bfa0fd0241cb09d62fa9ab79b69fb59a7d0220b9c02bf793,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
postal_services_management_board_ordinance_2002,"Postal Services Management Board Ordinance, 2002",Pakistan Post Ordinance,ordinance,federal,,Parliament of Pakistan,postal;logistics;communications,https://pakistancode.gov.pk/english/postal_services_management_board_ordinance_2002,data/raw/postal_services_management_board_ordinance_2002.pdf,en,2002-11-15,2002-11-15,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,2e1feaa02dae09bc9516acd40fcba7a5b0e90f1a1a6180b19a231bc372a1e914,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
national_highway_authority_act_1991,"National Highway Authority Act, 1991",NHA Act,act,federal,,Parliament of Pakistan,infrastructure;highways;nha,https://pakistancode.gov.pk/english/national_highway_authority_act_1991,data/raw/national_highway_authority_act_1991.pdf,en,1991-03-31,1991-03-31,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,7bdf894fa6f8a3e39d4d620dddd7eccd8ff67f380789e970ba4544d87deebb9a,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
national_highways_safety_ordinance_2000,"National Highways Safety Ordinance, 2000",NHSO 2000,ordinance,federal,,Parliament of Pakistan,transport;motorway_police;traffic,https://pakistancode.gov.pk/english/national_highways_safety_ordinance_2000,data/raw/national_highways_safety_ordinance_2000.pdf,en,2000-09-02,2000-09-02,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,48df33e6c7acad50ce65b0587a60b61a869b24c1be15e0bb2dad398d4b6f93b7,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
pakistan_standards_and_quality_control_authority_act_1996,"Pakistan Standards and Quality Control Authority Act, 1996",PSQCA Act,act,federal,,Parliament of Pakistan,standards;quality_control;consumer,https://pakistancode.gov.pk/english/pakistan_standards_and_quality_control_authority_act_1996,data/raw/pakistan_standards_and_quality_control_authority_act_1996.pdf,en,1996-03-17,1996-03-17,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,caf4a62cbcd07d7abfe320be7ebeba17b3918879ad04594b97a495f55007343d,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
trade_organizations_act_2013,"Trade Organizations Act, 2013",Trade Organizations Act,act,federal,,Parliament of Pakistan,commerce;chambers_of_commerce;fpicci,https://pakistancode.gov.pk/english/trade_organizations_act_2013,data/raw/trade_organizations_act_2013.pdf,en,2013-02-22,2013-02-22,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,6635746c1a0174209301af17c629e886be2dd6a4231e8ddc184b4613537080f1,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
chartered_accountants_ordinance_1961,"Chartered Accountants Ordinance, 1961",ICAP Ordinance,ordinance,federal,,Parliament of Pakistan,profession;accounting;icap,https://pakistancode.gov.pk/english/chartered_accountants_ordinance_1961,data/raw/chartered_accountants_ordinance_1961.pdf,en,1961-07-01,1961-07-01,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,23f1dc0b3f478bab2eab539aced78f98c3fbe2ae43e1e61f6e755e47ed8f8cab,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
cost_and_management_accountants_act_1966,"Cost and Management Accountants Act, 1966",ICMAP Act,act,federal,,Parliament of Pakistan,profession;accounting;icmap,https://pakistancode.gov.pk/english/cost_and_management_accountants_act_1966,data/raw/cost_and_management_accountants_act_1966.pdf,en,1966-07-16,1966-07-16,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,eed3eceb5cbe39094626e6be564c0d8985511d3df1d742c49f63d11dc22410ea,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
pakistan_engineering_council_act_1975,"Pakistan Engineering Council Act, 1975",PEC Act,act,federal,,Parliament of Pakistan,profession;engineering;pec,https://pakistancode.gov.pk/english/pakistan_engineering_council_act_1975,data/raw/pakistan_engineering_council_act_1975.pdf,en,1976-01-10,1976-01-10,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,732403cfe0847a16d4a7bf2c66ea4e4e55ee624f1e269db77ba516b9d260d8a8,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
pakistan_nursing_council_act_1973,"Pakistan Nursing and Midwifery Council Act, 1973",PNC Act,act,federal,,Parliament of Pakistan,health;nursing;regulation,https://pakistancode.gov.pk/english/pakistan_nursing_council_act_1973,data/raw/pakistan_nursing_council_act_1973.pdf,en,1973-02-09,1973-02-09,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,a0cffafed1df049d98ea93ef170bf9d9e043a8b16a4cae4a41da5f25d360a957,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
pharmacy_act_1967,"Pharmacy Act, 1967",Pharmacy Act,act,federal,,Parliament of Pakistan,health;pharmacy;licensing,https://pakistancode.gov.pk/english/pharmacy_act_1967,data/raw/pharmacy_act_1967.pdf,en,1967-06-20,1967-06-20,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,de0d941d905d74d2724c96714960e3257feb93a1bcb52481f72c40d2e4613bed,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
veterinary_medical_council_act_1996,"Pakistan Veterinary Medical Council Act, 1996",PVMC Act,act,federal,,Parliament of Pakistan,agriculture;veterinary;council,https://pakistancode.gov.pk/english/veterinary_medical_council_act_1996,data/raw/veterinary_medical_council_act_1996.pdf,en,1996-09-17,1996-09-17,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,98eb082e0c3b2cc340d6792577529c5de49c86bff5774d107cdcf193dfab81f6,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
seed_act_1976,"Seed Act, 1976 (Amended 2015)",Seed Act,act,federal,,Parliament of Pakistan,agriculture;seeds;certification,https://pakistancode.gov.pk/english/seed_act_1976,data/raw/seed_act_1976.pdf,en,1976-03-16,1976-03-16,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,7e0713e11c1a39b597edaa91aecc1c62f887891ee68e713c57b4d9d128289abf,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
plant_breeders_rights_act_2016,"Plant Breeders' Rights Act, 2016",Plant Breeders Act,act,federal,,Parliament of Pakistan,agriculture;ipr;plant_varieties,https://pakistancode.gov.pk/english/plant_breeders_rights_act_2016,data/raw/plant_breeders_rights_act_2016.pdf,en,2016-12-16,2016-12-16,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,612f4d7cd545c11c2d804e1b182feb6497e7381ec72a40f672269cfa15989cc8,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
geographic_indications_registration_and_protection_act_2020,"Geographical Indications (Registration and Protection) Act, 2020",GI Act 2020,act,federal,,Parliament of Pakistan,intellectual_property;geographical_indications;trade,https://pakistancode.gov.pk/english/geographic_indications_registration_and_protection_act_2020,data/raw/geographic_indications_registration_and_protection_act_2020.pdf,en,2020-03-31,2020-03-31,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,33830948e659421e9bb06733dffe66c74656f9f875ff265b56a67a9a5f2e654b,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
export_processing_zones_authority_ordinance_1980,"Export Processing Zones Authority Ordinance, 1980",EPZA Ordinance,ordinance,federal,,Parliament of Pakistan,trade;export_zones;industry,https://pakistancode.gov.pk/english/export_processing_zones_authority_ordinance_1980,data/raw/export_processing_zones_authority_ordinance_1980.pdf,en,1980-02-06,1980-02-06,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,11149fffcf1300bd3baeca6c99ac37d9eab2a0cc392b85174e22b6a050b6a851,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
imports_and_exports_control_act_1950,"Imports and Exports (Control) Act, 1950",Imports Exports Act,act,federal,,Parliament of Pakistan,trade;customs;import_policy,https://pakistancode.gov.pk/english/imports_and_exports_control_act_1950,data/raw/imports_and_exports_control_act_1950.pdf,en,1950-04-19,1950-04-19,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,e175eae8b18f64202be245fd124ec8f2efce211fcb1518ac4d15b11b7c905273,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
privatization_commission_ordinance_2000,"Privatization Commission Ordinance, 2000",Privatization Ordinance,ordinance,federal,,Parliament of Pakistan,commerce;privatization;state_assets,https://pakistancode.gov.pk/english/privatization_commission_ordinance_2000,data/raw/privatization_commission_ordinance_2000.pdf,en,2000-09-28,2000-09-28,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,061010c77960ef0b591d194f4895aff1f5d5920f2427f6e7b0952174dbe1be21,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
federal_bank_for_cooperatives_and_rural_credit_repeal_act,Federal Bank for Cooperatives Repeal Act,Cooperatives Repeal Act,act,federal,,Parliament of Pakistan,banking;cooperatives;agriculture,https://pakistancode.gov.pk/english/federal_bank_for_cooperatives_and_rural_credit_repeal_act,data/raw/federal_bank_for_cooperatives_and_rural_credit_repeal_act.pdf,en,2004-11-20,2004-11-20,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,830d4e2186fab82ea2894b91886b9d627a00a0af1babe21b71575a26e132e6d5,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
industrial_development_bank_repeal_act,"Industrial Development Bank of Pakistan (Reorganization and Conversion) Act, 2011",IDBP Act,act,federal,,Parliament of Pakistan,banking;industrial_finance;conversion,https://pakistancode.gov.pk/english/industrial_development_bank_repeal_act,data/raw/industrial_development_bank_repeal_act.pdf,en,2011-04-20,2011-04-20,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,4497103de6010748fbd9a7afbd03ee906598951f002e9a6a75a1479a55dc880b,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
small_and_medium_enterprises_development_authority_ordinance_2002,"Small and Medium Enterprises Development Authority Ordinance, 2002",SMEDA Ordinance,ordinance,federal,,Parliament of Pakistan,business;sme;enterprise_support,https://pakistancode.gov.pk/english/small_and_medium_enterprises_development_authority_ordinance_2002,data/raw/small_and_medium_enterprises_development_authority_ordinance_2002.pdf,en,2002-10-12,2002-10-12,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,be3fc1527518bd017ec5ce9dcd76f3144a1df9fde587df426f6522df19b67766,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
national_vocational_and_technical_training_commission_act_2011,"National Vocational and Technical Training Commission Act, 2011",NAVTTC Act,act,federal,,Parliament of Pakistan,education;vocational;skills,https://pakistancode.gov.pk/english/national_vocational_and_technical_training_commission_act_2011,data/raw/national_vocational_and_technical_training_commission_act_2011.pdf,en,2011-06-25,2011-06-25,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,24a0d44bb30c720404d7b19d3ff8102c2aa99adc78c0543d1be9d6926b375122,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
pakistan_broadcasting_corporation_act_1973,"Pakistan Broadcasting Corporation Act, 1973",PBC Act (Radio Pakistan),act,federal,,Parliament of Pakistan,media;radio;broadcasting,https://pakistancode.gov.pk/english/pakistan_broadcasting_corporation_act_1973,data/raw/pakistan_broadcasting_corporation_act_1973.pdf,en,1973-02-09,1973-02-09,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,cc510bfd50efd0d978eca8165f5bdf5d32e49eb58ff1c6717305f823fb04442b,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
associated_press_of_pakistan_corporation_ordinance_2002,"Associated Press of Pakistan Corporation Ordinance, 2002",APP Ordinance,ordinance,federal,,Parliament of Pakistan,media;news_agency;journalism,https://pakistancode.gov.pk/english/associated_press_of_pakistan_corporation_ordinance_2002,data/raw/associated_press_of_pakistan_corporation_ordinance_2002.pdf,en,2002-10-19,2002-10-19,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,9068aa8c10a97ca0eeb036564cba3d09680a6cf4d71679c98558db0c66951523,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
press_council_of_pakistan_ordinance_2002,"Press Council of Pakistan Ordinance, 2002",PCP Ordinance,ordinance,federal,,Parliament of Pakistan,media;ethics;journalism,https://pakistancode.gov.pk/english/press_council_of_pakistan_ordinance_2002,data/raw/press_council_of_pakistan_ordinance_2002.pdf,en,2002-10-26,2002-10-26,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,78c33644ac58ebf4277c1cf0eb2334a11b333ea48fb9b5759409cae2a32d6a2a,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
defamation_ordinance_2002_federal,"Defamation Ordinance, 2002",Defamation Ordinance,ordinance,federal,,Parliament of Pakistan,civil;defamation;reputation;damages,https://pakistancode.gov.pk/english/defamation_ordinance_2002_federal,data/raw/defamation_ordinance_2002_federal.pdf,en,2002-10-01,2002-10-01,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,8e6f9159f37dc29e49c2db9f64c7f59e0b1a9d88b62626e525a1d6d07b7f543e,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
official_secrets_act_1923,"Official Secrets Act, 1923 (Act XIX of 1923)",Official Secrets Act,act,federal,,Parliament of Pakistan,security;espionage;state_secrets,https://pakistancode.gov.pk/english/official_secrets_act_1923,data/raw/official_secrets_act_1923.pdf,en,1923-04-02,1923-04-02,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,7eae5d5146b525f8d1dc0b1a6517aa7bae4ff27b1b78d1d94b0468fc302ee02c,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
security_of_pakistan_act_1952,"Security of Pakistan Act, 1952",Security of Pakistan Act,act,federal,,Parliament of Pakistan,security;preventive_detention;defence,https://pakistancode.gov.pk/english/security_of_pakistan_act_1952,data/raw/security_of_pakistan_act_1952.pdf,en,1952-05-05,1952-05-05,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,d9f57ed6fb8cc65dea5d7fd414d9a969ef9c8dfd931bb20b54e06a4e66c62779,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
maintenance_of_public_order_ordinance_1960_federal,"West Pakistan Maintenance of Public Order Ordinance, 1960 (Federal Application)",MPO 1960,ordinance,federal,,Parliament of Pakistan,criminal;public_order;preventive_detention;section_3,https://pakistancode.gov.pk/english/maintenance_of_public_order_ordinance_1960_federal,data/raw/maintenance_of_public_order_ordinance_1960_federal.pdf,en,1960-12-02,1960-12-02,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,82fb25c56364ef1c7096cd139c67a365bfba6cf201f20bb0d3061c50458a0fdd,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
arms_act_1878_federal_provisions,"Arms Act, 1878 (Federal Provisions)",Arms Act,act,federal,,Parliament of Pakistan,criminal;weapons;arms_licensing,https://pakistancode.gov.pk/english/arms_act_1878_federal_provisions,data/raw/arms_act_1878_federal_provisions.pdf,en,1878-03-15,1878-03-15,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,9a1f6622609f4022d2ab04d60fae5218bba4d2c6b4d5bdb6353fb34641754606,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
surrender_of_illicit_arms_act_1991,"Surrender of Illicit Arms Act, 1991",Illicit Arms Act,act,federal,,Parliament of Pakistan,criminal;weapons;de_weaponization,https://pakistancode.gov.pk/english/surrender_of_illicit_arms_act_1991,data/raw/surrender_of_illicit_arms_act_1991.pdf,en,1991-08-01,1991-08-01,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,1d46f3ec00a7789c47d4991701e03b675c4aabcc66cffa1e96e70a5d19cd415f,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
explosive_substances_act_1908,"Explosive Substances Act, 1908",Explosives Act,act,federal,,Parliament of Pakistan,criminal;explosives;terrorism,https://pakistancode.gov.pk/english/explosive_substances_act_1908,data/raw/explosive_substances_act_1908.pdf,en,1908-06-08,1908-06-08,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,5e4b07313a275d44e42b279ed0601ee0c70c85c338b4d3a221413e540ffa347a,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
prevention_of_corruption_act_1947,"Prevention of Corruption Act, 1947 (Act II of 1947)",PCA 1947,act,federal,,Parliament of Pakistan,criminal;anti_corruption;public_servants;bribe,https://pakistancode.gov.pk/english/prevention_of_corruption_act_1947,data/raw/prevention_of_corruption_act_1947.pdf,en,1947-03-11,1947-03-11,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,1854e44a7214e68a34e5e30db97da1af4d2a91f2284b539320bccc01a342b2f0,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
special_courts_for_speedy_trials_repeal_act,Special Courts for Speedy Trials (Repeal) Act,Speedy Trials Transition,act,federal,,Parliament of Pakistan,criminal;courts;procedure,https://pakistancode.gov.pk/english/special_courts_for_speedy_trials_repeal_act,data/raw/special_courts_for_speedy_trials_repeal_act.pdf,en,1996-05-10,1996-05-10,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,7d4f68bfdca3d3da79b110507f10d1840d696cfe0686f528014623f9dbb47a8c,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
witness_protection_security_and_benefit_act_2017,"Witness Protection, Security and Benefit Act, 2017",Witness Protection Act,act,federal,,Parliament of Pakistan,criminal;witnesses;protection,https://pakistancode.gov.pk/english/witness_protection_security_and_benefit_act_2017,data/raw/witness_protection_security_and_benefit_act_2017.pdf,en,2017-06-06,2017-06-06,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,f3c292083e6c6f95b9f62b778b53e6e27db1c31547c632b686f38182e9964cf8,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
legal_aid_and_justice_authority_act_2020,"Legal Aid and Justice Authority Act, 2020",Legal Aid Act 2020,act,federal,,Parliament of Pakistan,human_rights;legal_aid;indigent_litigants,https://pakistancode.gov.pk/english/legal_aid_and_justice_authority_act_2020,data/raw/legal_aid_and_justice_authority_act_2020.pdf,en,2020-03-26,2020-03-26,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,c802f8a21a19c2ffafe8caa7b0a4499633b9cff88fc2451bdef1a5c746bf0ac7,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
islamabad_consumer_protection_act_1995,"Islamabad Consumer Protection Act, 1995",ICT Consumer Protection,act,federal,,Parliament of Pakistan,consumer;fair_trade;consumer_court,https://pakistancode.gov.pk/english/islamabad_consumer_protection_act_1995,data/raw/islamabad_consumer_protection_act_1995.pdf,en,1995-10-09,1995-10-09,,,in_force,verified-consolidated-2026,2026-08-21T09:24:07.856836+00:00,2026-08-21T09:24:07.856836+00:00,76d153fd35b8b68aca669730fb9a67fbfb13c878b980625a79dab60509ca4e68,application/pdf,pdf,True,True,1,False,verified,Official legislative text verified against Gazette of Pakistan and official provincial codes.
